SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
574/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,8/1/2022,ND,ND,ND,160,ND,ND,80
575/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,8/1/2022,ND,ND,ND,160,ND,ND,80
576/22,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/3/2022,ND,ND,ND,1200,ND,ND,ND
577/22,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/3/2022,ND,ND,ND,400,ND,ND,ND
578/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/3/2022,ND,ND,ND,800,ND,ND,100
579/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,8/3/2022,ND,ND,ND,ND,ND,ND,ND
580/22,Swale,B076P,Swale BC,TR01316497,The Causeway,8/3/2022,ND,ND,ND,ND,ND,ND,ND
581/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,8/2/2022,ND,120,ND,1800,ND,ND,160
582/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/4/2022,ND,ND,ND,80,ND,ND,ND
583/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,8/3/2022,ND,ND,ND,ND,ND,ND,ND
584/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,8/4/2022,ND,ND,ND,ND,ND,ND,ND
585/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/4/2022,ND,ND,ND,2200,ND,ND,ND
586/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,8/8/2022,ND,ND,ND,ND,ND,ND,ND
587/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,8/8/2022,ND,ND,ND,ND,ND,ND,ND
589/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,8/8/2022,ND,ND,ND,840,ND,ND,ND
590/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,8/8/2022,ND,40,ND,200,ND,ND,40
591/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/9/2022,ND,ND,ND,600,ND,ND,ND
592/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,8/9/2022,ND,ND,ND,ND,ND,ND,ND
593/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,8/9/2022,ND,ND,ND,ND,ND,ND,ND
594/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,8/8/2022,ND,40,ND,ND,ND,ND,ND
595/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,8/8/2022,ND,ND,ND,ND,ND,ND,ND
596/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,8/9/2022,ND,ND,ND,ND,ND,ND,ND
598/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,8/9/2022,ND,ND,ND,ND,ND,ND,ND
599/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,8/10/2022,ND,ND,ND,1000,ND,ND,ND
600/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/10/2022,ND,ND,ND,200,ND,ND,ND
601/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,8/10/2022,ND,ND,ND,8600,ND,ND,ND
602/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,8/10/2022,ND,ND,ND,ND,ND,ND,ND
603/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,8/10/2022,ND,ND,ND,ND,ND,ND,ND
604/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,8/10/2022,ND,ND,ND,400,ND,ND,ND
605/22,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,8/11/2022,ND,ND,ND,ND,ND,ND,ND
606/22,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,8/11/2022,ND,ND,ND,ND,ND,ND,ND
607/22,The Thames,B16BR,London PHA,TQ93798271,Phoenix,8/11/2022,ND,ND,ND,900,ND,ND,ND
608/22,Dart,B028P,South Hams DC,SX87945350,Long Wood South,8/11/2022,ND,ND,ND,ND,ND,ND,ND
609/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,8/11/2022,ND,ND,ND,ND,ND,ND,ND
610/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,8/15/2022,ND,ND,ND,ND,ND,ND,ND
611/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,8/15/2022,ND,ND,ND,ND,ND,ND,ND
612/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,8/15/2022,ND,ND,ND,800,ND,ND,ND
613/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,8/15/2022,ND,ND,ND,7160,ND,ND,ND
614/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/15/2022,ND,ND,ND,ND,ND,ND,ND
615/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,8/15/2022,ND,ND,ND,ND,ND,ND,ND
616/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,8/15/2022,ND,ND,ND,400,ND,ND,ND
617/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,8/15/2022,ND,ND,ND,ND,ND,ND,ND
618/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,8/15/2022,ND,ND,ND,1720,ND,ND,ND
619/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,8/15/2022,ND,ND,ND,2400,ND,ND,ND
620/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,8/15/2022,ND,ND,ND,11000,ND,ND,ND
621/22,The Wash,B003V,Boston BC,TF44234098,Toft,8/15/2022,ND,ND,ND,400,ND,ND,ND
622/22,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/16/2022,ND,ND,ND,ND,ND,ND,ND
623/22,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/16/2022,ND,ND,ND,ND,ND,ND,ND
624/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/16/2022,ND,ND,ND,ND,ND,ND,ND
625/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,8/15/2022,ND,ND,ND,800,ND,ND,ND
626/22,Blackwater,B14AE,Maldon DC,TL89310707,Off Recycling Centre,8/16/2022,ND,ND,ND,ND,ND,ND,ND
627/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,8/16/2022,ND,ND,ND,1200,ND,ND,ND
628/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,8/17/2022,ND,40,ND,ND,ND,ND,ND
629/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,8/17/2022,ND,ND,ND,ND,ND,ND,ND
630/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/17/2022,ND,160,ND,320,ND,ND,ND
631/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,8/15/2022,ND,40,ND,1400,ND,ND,ND
632/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,8/15/2022,ND,ND,ND,1680,ND,ND,ND
633/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,8/16/2022,ND,ND,ND,ND,ND,ND,ND
634/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,8/22/2022,ND,ND,ND,ND,ND,ND,ND
636/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,8/22/2022,ND,ND,ND,ND,ND,ND,ND
637/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,8/22/2022,ND,ND,ND,240,ND,ND,ND
638/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/23/2022,ND,100,ND,ND,ND,ND,100
639/22,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,8/23/2022,ND,240,ND,9160,ND,ND,40
640/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,8/23/2022,ND,80,ND,7960,ND,ND,ND
641/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,8/23/2022,ND,ND,ND,ND,ND,ND,ND
642/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,8/23/2022,ND,ND,ND,200,ND,ND,ND
643/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,8/23/2022,ND,ND,ND,ND,ND,ND,ND
644/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,8/23/2022,ND,ND,ND,ND,ND,ND,ND
645/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,8/22/2022,ND,ND,ND,ND,ND,ND,ND
646/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/23/2022,ND,ND,ND,ND,ND,ND,ND
647/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,8/22/2022,ND,400,ND,ND,ND,ND,ND
648/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,8/24/2022,ND,ND,ND,320,ND,ND,ND
649/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,8/24/2022,ND,ND,ND,1000,ND,ND,ND
650/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,8/24/2022,ND,ND,ND,300,ND,ND,ND
651/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,8/24/2022,ND,ND,ND,ND,ND,ND,ND
652/22,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,8/24/2022,ND,ND,ND,200,ND,ND,ND
653/22,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,8/24/2022,ND,ND,ND,160,ND,ND,ND
654/22,The Thames,B16BR,London PHA,TQ93798271,Phoenix,8/24/2022,ND,100,ND,200,ND,ND,ND
655/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,8/23/2022,ND,40,ND,2080,ND,ND,ND
656/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,8/23/2022,ND,ND,ND,520,ND,ND,ND
657/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,8/25/2022,ND,ND,ND,2440,ND,ND,ND
658/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,8/30/2022,ND,ND,ND,ND,ND,ND,ND
659/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,8/30/2022,ND,ND,ND,ND,ND,ND,ND
660/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,8/30/2022,ND,ND,ND,ND,ND,ND,ND
661/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,8/30/2022,ND,ND,ND,600,ND,ND,ND
662/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,8/30/2022,ND,ND,ND,400,ND,ND,ND
663/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,8/30/2022,ND,ND,ND,400,ND,ND,ND
664/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,8/30/2022,ND,ND,ND,7120,ND,ND,ND
665/22,Dart,B028B,South Hams DC,SX87415599,Waddeton,8/30/2022,ND,ND,ND,ND,ND,ND,ND
666/22,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,8/31/2022,ND,ND,ND,240,ND,ND,ND
667/22,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,8/31/2022,ND,ND,ND,600,ND,ND,ND
668/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,8/31/2022,ND,ND,ND,ND,ND,ND,ND
669/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,8/31/2022,ND,ND,ND,ND,ND,ND,ND
670/22,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,8/31/2022,ND,280,ND,2360,ND,ND,ND
671/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/31/2022,ND,200,ND,240,ND,ND,ND
672/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,9/1/2022,ND,ND,ND,ND,ND,ND,ND
673/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,8/22/2022,"Not tested, unsuitable for analysis","Not tested, unsuitable for analysis","Not tested, unsuitable for analysis","Not tested, unsuitable for analysis","Not tested, unsuitable for analysis","Not tested, unsuitable for analysis","Not tested, unsuitable for analysis"
675/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/5/2022,ND,240,ND,1200,ND,ND,ND
676/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,9/6/2022,ND,ND,ND,ND,ND,ND,ND
677/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,9/6/2022,ND,ND,ND,200,ND,ND,ND
678/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/7/2022,ND,ND,ND,400,ND,ND,ND
679/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/7/2022,ND,ND,ND,ND,ND,ND,ND
681/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,9/7/2022,ND,ND,ND,ND,ND,ND,ND
682/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,9/7/2022,ND,ND,ND,200,ND,ND,ND
683/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/7/2022,ND,ND,ND,800,ND,ND,ND
684/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,9/7/2022,ND,ND,ND,800,ND,ND,ND
685/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/7/2022,ND,ND,ND,ND,ND,ND,ND
686/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,9/6/2022,ND,ND,ND,160,ND,ND,ND
687/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,9/6/2022,ND,ND,ND,240,ND,ND,ND
689/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,9/7/2022,ND,ND,ND,ND,ND,ND,ND
690/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/7/2022,ND,ND,ND,ND,ND,ND,ND
691/22,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,9/12/2022,ND,ND,ND,ND,ND,ND,ND
692/22,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,9/12/2022,ND,ND,ND,ND,ND,ND,ND
693/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,9/12/2022,ND,ND,ND,ND,ND,ND,ND
694/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/11/2022,ND,ND,ND,41440,ND,ND,ND
695/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/11/2022,ND,80,ND,148000,ND,ND,ND
696/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,9/11/2022,ND,ND,ND,127000,ND,ND,ND
697/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,9/12/2022,ND,80,ND,760,ND,ND,ND
698/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/12/2022,ND,ND,ND,400,ND,ND,ND
699/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,9/12/2022,ND,ND,ND,ND,ND,ND,ND
700/22,Dart,B028P,South Hams DC,SX87945350,Long Wood South,9/12/2022,ND,ND,ND,1600,ND,ND,ND
701/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,9/12/2022,ND,ND,ND,5000,ND,ND,ND
702/22,The Wash,B003V,Boston BC,TF44234098,Toft,9/12/2022,ND,ND,ND,ND,ND,ND,ND
703/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,9/13/2022,ND,ND,ND,ND,ND,ND,ND
704/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/12/2022,ND,ND,ND,ND,ND,ND,ND
705/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,9/13/2022,ND,ND,ND,ND,ND,ND,ND
706/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/13/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
707/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,9/12/2022,ND,ND,ND,ND,ND,ND,ND
708/22,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,9/13/2022,ND,ND,ND,ND,ND,ND,ND
709/22,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,9/13/2022,ND,ND,ND,ND,ND,ND,ND
710/22,The Thames,B16BR,London PHA,TQ93798271,Phoenix,9/13/2022,ND,ND,ND,ND,ND,ND,ND
711/22,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,9/13/2022,ND,ND,ND,ND,ND,ND,ND
712/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/12/2022,ND,400,ND,2520,ND,ND,ND
713/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/12/2022,ND,40,ND,6960,ND,ND,ND
714/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,9/12/2022,40,80,ND,1720,ND,ND,40
715/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,9/14/2022,ND,ND,ND,ND,ND,ND,ND
716/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,9/14/2022,ND,ND,ND,2920,ND,ND,ND
717/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,9/14/2022,ND,ND,ND,400,ND,ND,ND
718/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,9/14/2022,ND,ND,ND,1000,ND,ND,ND
719/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,9/13/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
720/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,9/13/2022,ND,ND,ND,ND,ND,ND,ND
721/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/14/2022,ND,ND,ND,900,ND,ND,ND
722/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,9/14/2022,ND,ND,ND,ND,ND,ND,ND
723/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,9/14/2022,ND,ND,ND,4000,ND,ND,ND
724/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,9/14/2022,ND,ND,ND,2000,ND,ND,ND
725/22,Swale,B076P,Swale BC,TR01316497,The Causeway,9/15/2022,ND,ND,ND,ND,ND,ND,ND
726/22,Blackwater,B14AE,Maldon DC,TL89310707,Off Recycling Centre,9/15/2022,ND,ND,ND,ND,ND,ND,ND
727/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,9/15/2022,ND,ND,ND,ND,ND,ND,ND
728/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/20/2022,ND,ND,ND,156000,ND,ND,ND
729/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,9/20/2022,ND,40,ND,10080,ND,ND,ND
730/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/20/2022,ND,ND,ND,ND,ND,ND,ND
731/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,9/21/2022,ND,ND,ND,280,ND,ND,ND
732/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/21/2022,ND,ND,ND,ND,ND,ND,ND
733/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/21/2022,ND,ND,ND,ND,ND,ND,ND
734/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,9/21/2022,ND,ND,ND,ND,ND,ND,ND
735/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,9/21/2022,ND,ND,ND,200,ND,ND,ND
736/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,9/21/2022,ND,ND,ND,80,ND,ND,ND
737/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/20/2022,ND,560,ND,880,ND,ND,ND
738/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,9/20/2022,ND,120,ND,360,ND,ND,ND
739/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,9/21/2022,ND,ND,ND,1560,ND,ND,ND
740/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/21/2022,ND,ND,ND,280,ND,ND,ND
741/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/21/2022,ND,ND,ND,800,ND,ND,ND
742/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/22/2022,ND,ND,ND,ND,ND,ND,ND
744/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,9/21/2022,ND,ND,ND,ND,ND,ND,ND
746/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,9/26/2022,ND,ND,ND,ND,ND,ND,ND
747/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/25/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
748/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,9/26/2022,ND,ND,ND,ND,ND,ND,ND
749/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/26/2022,ND,200,ND,29600,ND,ND,ND
750/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/26/2022,ND,ND,ND,24400,ND,ND,ND
751/22,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,9/27/2022,ND,ND,ND,ND,ND,ND,ND
752/22,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,9/27/2022,ND,ND,ND,ND,ND,ND,ND
753/22,The Thames,B16BR,London PHA,TQ93798271,Phoenix,9/27/2022,ND,ND,ND,600,ND,ND,ND
754/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,9/27/2022,ND,ND,ND,5600,ND,ND,ND
755/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,9/27/2022,ND,ND,ND,1120,ND,ND,ND
756/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/26/2022,ND,40,ND,280,ND,ND,ND
757/22,Brixham,B082C,Torbay BC,SX93996191,Torquay Mussels NW,9/26/2022,ND,ND,ND,360,ND,ND,ND
758/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,9/28/2022,ND,ND,ND,ND,ND,ND,ND
759/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,9/28/2022,ND,ND,ND,500,ND,ND,ND
760/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,9/28/2022,ND,ND,ND,400,ND,ND,ND
761/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,9/28/2022,ND,ND,ND,ND,ND,ND,ND
762/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,9/28/2022,ND,ND,ND,200,ND,ND,ND
763/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/28/2022,ND,ND,ND,5880,ND,ND,ND
764/22,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,9/28/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
765/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/28/2022,ND,ND,ND,4000,ND,ND,ND
766/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,9/28/2022,ND,ND,ND,ND,ND,ND,ND
767/22,Dart,B028B,South Hams DC,SX87415599,Waddeton,9/28/2022,ND,ND,ND,680,ND,ND,ND
768/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/27/2022,ND,ND,ND,20480,ND,ND,ND
769/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/29/2022,ND,ND,ND,ND,ND,ND,ND
770/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/29/2022,ND,ND,ND,ND,ND,ND,ND
772/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,9/29/2022,ND,200,ND,ND,ND,ND,ND
773/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/29/2022,ND,ND,ND,ND,ND,ND,ND
774/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/29/2022,ND,ND,ND,ND,ND,ND,ND
775/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/29/2022,ND,ND,ND,160,ND,ND,ND
